"id","country_id","code","fc_name","name","sequence","timestamp"
"908","128","LT-20","klaipėdos miestas","Klaipėdos miestas","31","2016-06-08 00:09:18"
"4690","58","CZ-322","klatovy","Klatovy","42","2016-06-08 00:09:33"
"3726","234","GB-KWL","knowsley","Knowsley","79","2016-06-08 00:09:29"
"2738","202","SI-046","kobarid","Kobarid","63","2016-06-08 00:09:25"
"2739","202","SI-047","kobilje","Kobilje","64","2016-06-08 00:09:25"
"3559","231","UG-316","koboko","Koboko","62","2016-06-08 00:09:28"
"3442","227","TR-41","kocaeli","Kocaeli","52","2016-06-08 00:09:28"
"665","122","LV-045","kocēnu novads","Kocēnu novads","45","2016-06-08 00:09:17"
"1843","161","NG-KO","kogi","Kogi","23","2016-06-08 00:09:21"
"206","104","IR-18","kohgīlūyeh va bowyer aḩmad","Kohgīlūyeh va Bowyer Aḩmad","20","2016-06-08 00:09:15"
"666","122","LV-046","kokneses novads","Kokneses novads","46","2016-06-08 00:09:17"
"1457","148","ME-09","kolašin","Kolašin","9","2016-06-08 00:09:20"
"2539","195","SN-KD","kolda","Kolda","7","2016-06-08 00:09:24"
"3560","231","UG-326","kole","Kole","63","2016-06-08 00:09:28"
"2637","2","AL-ER","kolonjë","Kolonjë","25","2016-06-08 00:09:25"
"2555","196","RS-09","kolubarski okrug","Kolubarski okrug","9","2016-06-08 00:09:24"
"4691","58","CZ-204","kolín","Kolín","43","2016-06-08 00:09:33"
"2741","202","SI-049","komen","Komen","66","2016-06-08 00:09:25"
"2742","202","SI-164","komenda","Komenda","67","2016-06-08 00:09:25"
"2362","181","RU-KO","komi, respublika","Komi, Respublika","14","2016-06-08 00:09:23"
"5311","86","GL-KU","kommune kujalleq","Kommune Kujalleq","1","2016-06-08 00:09:36"
"5312","86","GL-SM","kommuneqarfik sermersooq","Kommuneqarfik Sermersooq","2","2016-06-08 00:09:36"
"4321","35","BF-KMD","komondjari","Komondjari","29","2016-06-08 00:09:31"
"4322","35","BF-KMP","kompienga","Kompienga","30","2016-06-08 00:09:31"
"70","100","HU-KE","komárom-esztergom","Komárom-Esztergom","12","2016-06-08 00:09:15"
"4036","241","VN-28","kon tum","Kon Tum","29","2016-06-08 00:09:30"
"2153","176","PL-KN","konin","Konin","31","2016-06-08 00:09:23"
"3443","227","TR-42","konya","Konya","53","2016-06-08 00:09:28"
"998","131","MK-41","konče","Konče","28","2016-06-08 00:09:18"
"2743","202","SI-050","koper","Koper","68","2016-06-08 00:09:25"
"4612","54","HR-06","koprivničko-križevačka županija","Koprivničko-križevačka županija","7","2016-06-08 00:09:33"
"207","104","IR-16","kordestān","Kordestān","21","2016-06-08 00:09:15"
"5287","85","GR-15","korinthía","Korinthía","42","2016-06-08 00:09:36"
"1903","168","PW-150","koror","Koror","6","2016-06-08 00:09:22"
"2890","202","SI-03","koroška","Koroška","215","2016-06-08 00:09:25"
"2638","2","AL-KO","korçë","Korçë","26","2016-06-08 00:09:25"
"2619","2","AL-06","korçë","Korçë","7","2016-06-08 00:09:25"
"2744","202","SI-197","kosanjevica na krki","Kosanjevica na Krki","69","2016-06-08 00:09:25"
"1701","155","NP-KO","kosi","Kosi","12","2016-06-08 00:09:21"
"2547","196","RS-KM","kosovo-metohija","Kosovo-Metohija","1","2016-06-08 00:09:24"
"2556","196","RS-25","kosovski okrug","Kosovski okrug","10","2016-06-08 00:09:24"
"2557","196","RS-28","kosovsko-mitrovački okrug","Kosovsko-Mitrovački okrug","11","2016-06-08 00:09:24"
"2558","196","RS-29","kosovsko-pomoravski okrug","Kosovsko-Pomoravski okrug","12","2016-06-08 00:09:24"
"1314","144","FM-KSA","kosrae","Kosrae","2","2016-06-08 00:09:19"
"4323","35","BF-KOS","kossi","Kossi","31","2016-06-08 00:09:31"
"2745","202","SI-165","kostel","Kostel","70","2016-06-08 00:09:25"
"2391","181","RU-KOS","kostromskaya oblast'","Kostromskaya oblast'","43","2016-06-08 00:09:23"
"2154","176","PL-KO","koszalin","Koszalin","32","2016-06-08 00:09:23"
"407","11","AM-KT","kotayk'","Kotayk'","6","2016-06-08 00:09:16"
"3561","231","UG-306","kotido","Kotido","64","2016-06-08 00:09:28"
"1458","148","ME-10","kotor","Kotor","10","2016-06-08 00:09:20"
"5377","92","GN-KB","koubia","Koubia","26","2016-06-08 00:09:37"
"4580","50","CG-5","kouilou","Kouilou","5","2016-06-08 00:09:33"
"1141","136","ML-2","koulikoro","Koulikoro","5","2016-06-08 00:09:19"
"4324","35","BF-KOP","koulpélogo","Koulpélogo","32","2016-06-08 00:09:31"
"5378","92","GN-KN","koundara","Koundara","27","2016-06-08 00:09:37"
"4325","35","BF-KOT","kouritenga","Kouritenga","33","2016-06-08 00:09:31"
"5379","92","GN-KO","kouroussa","Kouroussa","28","2016-06-08 00:09:37"
"4326","35","BF-KOW","kourwéogo","Kourwéogo","34","2016-06-08 00:09:31"
"2746","202","SI-051","kozje","Kozje","71","2016-06-08 00:09:25"
"5288","85","GR-58","kozáni","Kozáni","43","2016-06-08 00:09:36"
"997","131","MK-42","kočani","Kočani","27","2016-06-08 00:09:18"
"2740","202","SI-048","kočevje","Kočevje","65","2016-06-08 00:09:25"
"2670","201","SK-KI","košický kraj","Košický kraj","3","2016-06-08 00:09:25"
"3269","220","TH-81","krabi","Krabi","19","2016-06-08 00:09:27"
"2155","176","PL-KR","kraków","Kraków","33","2016-06-08 00:09:23"
"2747","202","SI-052","kranj","Kranj","72","2016-06-08 00:09:25"
"2748","202","SI-053","kranjska gora","Kranjska Gora","73","2016-06-08 00:09:25"
"4613","54","HR-02","krapinsko-zagorska županija","Krapinsko-zagorska županija","8","2016-06-08 00:09:33"
"2373","181","RU-KDA","krasnodarskiy kray","Krasnodarskiy kray","25","2016-06-08 00:09:23"
"2374","181","RU-KYA","krasnoyarskiy kray","Krasnoyarskiy kray","26","2016-06-08 00:09:23"
"999","131","MK-43","kratovo","Kratovo","29","2016-06-08 00:09:18"
"909","128","LT-22","kretinga","Kretinga","32","2016-06-08 00:09:18"
"668","122","LV-048","krimuldas novads","Krimuldas novads","48","2016-06-08 00:09:17"
"1000","131","MK-44","kriva palanka","Kriva Palanka","30","2016-06-08 00:09:18"
"1001","131","MK-45","krivogaštani","Krivogaštani","31","2016-06-08 00:09:18"
"2749","202","SI-166","križevci","Križevci","74","2016-06-08 00:09:25"
"4692","58","CZ-721","kroměříž","Kroměříž","44","2016-06-08 00:09:33"
"3136","214","SE-G","kronobergs län","Kronobergs län","9","2016-06-08 00:09:27"
"2156","176","PL-KS","krosno","Krosno","34","2016-06-08 00:09:23"
"2639","2","AL-KR","krujë","Krujë","27","2016-06-08 00:09:25"
"669","122","LV-049","krustpils novads","Krustpils novads","49","2016-06-08 00:09:17"
"1002","131","MK-46","kruševo","Kruševo","32","2016-06-08 00:09:18"
"4652","58","CZ-KR","královéhradecký kraj","Královéhradecký kraj","4","2016-06-08 00:09:33"
"4403","38","KH-10","krâchéh","Krâchéh","11","2016-06-08 00:09:32"
"5253","85","GR-M","krítí","Krítí","8","2016-06-08 00:09:36"
"750","122","LV-KR","krāslavas apriņķis","Krāslavas Apriņķis","130","2016-06-08 00:09:17"
"667","122","LV-047","krāslavas novads","Krāslavas novads","47","2016-06-08 00:09:17"
"4404","38","KH-23","krŏng kêb","Krŏng Kêb","12","2016-06-08 00:09:32"
"4405","38","KH-24","krŏng pailĭn","Krŏng Pailĭn","13","2016-06-08 00:09:32"
"4406","38","KH-18","krŏng preăh sihanouk","Krŏng Preăh Sihanouk","14","2016-06-08 00:09:32"
"2750","202","SI-054","krško","Krško","75","2016-06-08 00:09:25"
"4800","6","AO-CCU","kuando kubango","Kuando Kubango","8","2016-06-08 00:09:34"
"2124","176","PL-KP","kujawsko-pomorskie","Kujawsko-pomorskie","2","2016-06-08 00:09:23"
"2620","2","AL-07","kukës","Kukës","8","2016-06-08 00:09:25"
"2641","2","AL-KU","kukës","Kukës","29","2016-06-08 00:09:25"
"751","122","LV-KU","kuldīgas apriņķis","Kuldīgas Apriņķis","131","2016-06-08 00:09:17"
"670","122","LV-050","kuldīgas novads","Kuldīgas novads","50","2016-06-08 00:09:17"
"446","111","JP-43","kumamoto","Kumamoto","20","2016-06-08 00:09:16"
"1003","131","MK-47","kumanovo","Kumanovo","33","2016-06-08 00:09:18"
"3562","231","UG-208","kumi","Kumi","65","2016-06-08 00:09:28"
"1957","170","PA-KY","kuna yala","Kuna Yala","12","2016-06-08 00:09:22"
"18","1","AF-KNR","kunaṟ","Kunaṟ","18","2016-06-08 00:09:14"
"19","1","AF-KDZ","kunduz","Kunduz","19","2016-06-08 00:09:14"
"1668","153","NA-KU","kunene","Kunene","7","2016-06-08 00:09:21"
"2751","202","SI-055","kungota","Kungota","76","2016-06-08 00:09:25"
"910","128","LT-23","kupiškis","Kupiškis","33","2016-06-08 00:09:18"
"2642","2","AL-KB","kurbin","Kurbin","30","2016-06-08 00:09:25"
"2392","181","RU-KGN","kurganskaya oblast'","Kurganskaya oblast'","44","2016-06-08 00:09:23"
"2250","18","BD-28","kurigram","Kurigram","36","2016-06-08 00:09:23"
"2393","181","RU-KRS","kurskaya oblast'","Kurskaya oblast'","45","2016-06-08 00:09:23"
"3050","209","LK-61","kurunegala","Kurunegala","27","2016-06-08 00:09:26"
"2251","18","BD-30","kushtia","Kushtia","37","2016-06-08 00:09:23"
"3226","219","TZ-10","kusini pemba","Kusini Pemba","12","2016-06-08 00:09:27"
"3227","219","TZ-11","kusini unguja","Kusini Unguja","13","2016-06-08 00:09:27"
"4693","58","CZ-205","kutná hora","Kutná Hora","45","2016-06-08 00:09:33"
"2752","202","SI-056","kuzma","Kuzma","77","2016-06-08 00:09:25"
"2640","2","AL-KC","kuçovë","Kuçovë","28","2016-06-08 00:09:25"
"5214","81","GE-KK","kvemo kartli","Kvemo Kartli","7","2016-06-08 00:09:36"
"2930","205","ZA-NL","kwazulu-natal","KwaZulu-Natal","4","2016-06-08 00:09:26"
"1225","138","MH-KWA","kwajalein","Kwajalein","12","2016-06-08 00:09:19"
"520","115","KE-19","kwale","Kwale","19","2016-06-08 00:09:16"
"4801","6","AO-CNO","kwanza norte","Kwanza Norte","9","2016-06-08 00:09:34"
"4802","6","AO-CUS","kwanza sul","Kwanza Sul","10","2016-06-08 00:09:34"
"1844","161","NG-KW","kwara","Kwara","24","2016-06-08 00:09:21"
"2939","205","ZA-NL","kwazulu-natal","Kwazulu-Natal","13","2016-06-08 00:09:26"
"3563","231","UG-228","kween","Kween","66","2016-06-08 00:09:28"
"4169","29","BW-KW","kweneng","Kweneng","9","2016-06-08 00:09:31"
"3564","231","UG-123","kyankwanzi","Kyankwanzi","67","2016-06-08 00:09:28"
"3565","231","UG-421","kyegegwa","Kyegegwa","68","2016-06-08 00:09:28"
"3566","231","UG-415","kyenjojo","Kyenjojo","69","2016-06-08 00:09:28"
"5289","85","GR-82","kykládes","Kykládes","44","2016-06-08 00:09:36"
"5033","74","FI-09","kymenlaakso","Kymenlaakso","9","2016-06-08 00:09:35"
"4262","34","BG-10","kyustendil","Kyustendil","7","2016-06-08 00:09:31"
"3639","232","UA-30","kyïv","Kyïv","26","2016-06-08 00:09:28"
"3624","232","UA-32","kyïvs'ka oblast'","Kyïvs'ka Oblast'","11","2016-06-08 00:09:28"
"447","111","JP-26","kyôto","Kyôto","21","2016-06-08 00:09:16"
"4396","38","KH-3","kâmpóng cham","Kâmpóng Cham","4","2016-06-08 00:09:32"
"4397","38","KH-4","kâmpóng chhnăng","Kâmpóng Chhnăng","5","2016-06-08 00:09:32"
"4398","38","KH-5","kâmpóng spoe","Kâmpóng Spoe","6","2016-06-08 00:09:32"
"4399","38","KH-6","kâmpóng thum","Kâmpóng Thum","7","2016-06-08 00:09:32"
"4400","38","KH-7","kâmpôt","Kâmpôt","8","2016-06-08 00:09:32"
"4401","38","KH-8","kândal","Kândal","9","2016-06-08 00:09:32"
"1241","14","AT-2","kärnten","Kärnten","2","2016-06-08 00:09:19"
"3375","226","TN-73","kébili","Kébili","9","2016-06-08 00:09:28"
"2538","195","SN-KE","kédougou","Kédougou","6","2016-06-08 00:09:24"
"4447","42","CF-KG","kémo-gribingui","Kémo-Gribingui","7","2016-06-08 00:09:32"
"1591","150","MA-KEN","kénitra","Kénitra","42","2016-06-08 00:09:20"
"4320","35","BF-KEN","kénédougou","Kénédougou","28","2016-06-08 00:09:31"
"5285","85","GR-22","kérkyra","Kérkyra","40","2016-06-08 00:09:36"
"5374","92","GN-KE","kérouané","Kérouané","23","2016-06-08 00:09:37"
"445","111","JP-39","kôti","Kôti","19","2016-06-08 00:09:16"
"4821","60","DK-015","københavn","København","11","2016-06-08 00:09:34"
"4817","60","DK-101","københavn","København","7","2016-06-08 00:09:34"
"1510","15","AZ-KUR","kürdəmir","Kürdəmir","39","2016-06-08 00:09:20"
"3444","227","TR-43","kütahya","Kütahya","54","2016-06-08 00:09:28"
"14","1","AF-KAB","kābul","Kābul","14","2016-06-08 00:09:14"
"4465","43","TD-KA","kānim","Kānim","8","2016-06-08 00:09:32"
"16","1","AF-KAP","kāpīsā","Kāpīsā","16","2016-06-08 00:09:14"
"664","122","LV-044","kārsavas novads","Kārsavas novads","44","2016-06-08 00:09:17"
"905","128","LT-18","kėdainiai","Kėdainiai","28","2016-06-08 00:09:18"
"3439","227","TR-39","kırklareli","Kırklareli","49","2016-06-08 00:09:28"
"3438","227","TR-71","kırıkkale","Kırıkkale","48","2016-06-08 00:09:28"
"3440","227","TR-40","kırşehir","Kırşehir","50","2016-06-08 00:09:28"
"3212","218","TJ-GB","kŭhistoni badakhshon","Kŭhistoni Badakhshon","2","2016-06-08 00:09:27"
"1509","15","AZ-KAN","kǝngǝrli","Kǝngǝrli","38","2016-06-08 00:09:20"
"1508","15","AZ-KAL","kəlbəcər","Kəlbəcər","37","2016-06-08 00:09:20"
"336","109","IT-AQ","l'aquila","L'Aquila","65","2016-06-08 00:09:16"
"3376","226","TN-12","l'ariana","L'Ariana","10","2016-06-08 00:09:28"
"3626","232","UA-46","l'vivs'ka oblast'","L'vivs'ka Oblast'","13","2016-06-08 00:09:28"
"1159","137","MT-14","l-għarb","L-Għarb","14","2016-06-08 00:09:19"
"1161","137","MT-16","l-għasri","L-Għasri","16","2016-06-08 00:09:19"
"1164","137","MT-19","l-iklin","L-Iklin","19","2016-06-08 00:09:19"
"1174","137","MT-29","l-imdina (citta' notabile)","L-Imdina (Citta' Notabile)","29","2016-06-08 00:09:19"
"1178","137","MT-33","l-imqabba","L-Imqabba","33","2016-06-08 00:09:19"
"1179","137","MT-34","l-imsida","L-Imsida","34","2016-06-08 00:09:19"
"1180","137","MT-35","l-imtarfa","L-Imtarfa","35","2016-06-08 00:09:19"
"1176","137","MT-31","l-imġarr","L-Imġarr","31","2016-06-08 00:09:19"
"1165","137","MT-20","l-isla (citta' invicta)","L-Isla (Citta' Invicta)","20","2016-06-08 00:09:19"
"4868","63","DO-11","la altagracia","La Altagracia","21","2016-06-08 00:09:34"
"1412","146","MC-CL","la colle","La Colle","3","2016-06-08 00:09:20"
"1413","146","MC-CO","la condamine","La Condamine","4","2016-06-08 00:09:20"
"2593","197","SC-15","la digue","La Digue","15","2016-06-08 00:09:25"
"1414","146","MC-GA","la gare","La Gare","5","2016-06-08 00:09:20"
"4551","48","CO-LAG","la guajira","La Guajira","19","2016-06-08 00:09:32"
"4634","55","CU-03","la habana","La Habana","8","2016-06-08 00:09:33"
"2012","173","PE-LAL","la libertad","La Libertad","14","2016-06-08 00:09:22"
"4945","66","SV-LI","la libertad","La Libertad","5","2016-06-08 00:09:34"
"3377","226","TN-14","la manouba","La Manouba","11","2016-06-08 00:09:28"
"4573","5","AD-04","la massana","La Massana","5","2016-06-08 00:09:32"
"45","10","AR-L","la pampa","La Pampa","11","2016-06-08 00:09:14"
"4139","26","BO-L","la paz","La Paz","4","2016-06-08 00:09:30"
"4946","66","SV-PA","la paz","La Paz","6","2016-06-08 00:09:34"
"5436","98","HN-LP","la paz","La Paz","12","2016-06-08 00:09:37"
"46","10","AR-F","la rioja","La Rioja","12","2016-06-08 00:09:14"
"2966","208","ES-RI","la rioja","La Rioja","12","2016-06-08 00:09:26"
"2999","208","ES-LO","la rioja","La Rioja","45","2016-06-08 00:09:26"
"4870","63","DO-12","la romana","La Romana","23","2016-06-08 00:09:34"
"5076","75","FR-RE","la réunion","La Réunion","27","2016-06-08 00:09:35"
"1415","146","MC-SO","la source","La Source","6","2016-06-08 00:09:20"
"335","109","IT-SP","la spezia","La Spezia","64","2016-06-08 00:09:16"
"2082","174","PH-LUN","la union","La Union","58","2016-06-08 00:09:23"
"4947","66","SV-UN","la unión","La Unión","7","2016-06-08 00:09:34"
"4871","63","DO-13","la vega","La Vega","24","2016-06-08 00:09:34"
"1128","135","MV-05","laamu","Laamu","20","2016-06-08 00:09:19"
"2477","187","LC-07","laborie","Laborie","7","2016-06-08 00:09:24"
"5380","92","GN-LA","labé","Labé","29","2016-06-08 00:09:37"
"5356","92","GN-L","labé","Labé","5","2016-06-08 00:09:37"
"4765","59","CI-LC","lacs","Lacs","6","2016-06-08 00:09:33"
"4781","59","CI-07","lacs (région des)","Lacs (Région des)","22","2016-06-08 00:09:33"
"1226","138","MH-LAE","lae","Lae","13","2016-06-08 00:09:19"
"20","1","AF-LAG","laghmān","Laghmān","20","2016-06-08 00:09:14"
"4201","3","DZ-03","laghouat","Laghouat","25","2016-06-08 00:09:31"
"1845","161","NG-LA","lagos","Lagos","25","2016-06-08 00:09:21"
"2083","174","PH-LAG","laguna","Laguna","59","2016-06-08 00:09:23"
"4766","59","CI-LG","lagunes","Lagunes","7","2016-06-08 00:09:33"
"4782","59","CI-01","lagunes (région des)","Lagunes (Région des)","23","2016-06-08 00:09:33"
"4037","241","VN-01","lai châu","Lai Châu","30","2016-06-08 00:09:30"
"521","115","KE-20","laikipia","Laikipia","20","2016-06-08 00:09:16"
"2948","207","SS-LK","lakes","Lakes","4","2016-06-08 00:09:26"
"5290","85","GR-16","lakonía","Lakonía","45","2016-06-08 00:09:36"
"144","102","IN-LD","lakshadweep","Lakshadweep","35","2016-06-08 00:09:15"
"2252","18","BD-31","lakshmipur","Lakshmipur","38","2016-06-08 00:09:23"
"2253","18","BD-32","lalmonirhat","Lalmonirhat","39","2016-06-08 00:09:23"
"2013","173","PE-LAM","lambayeque","Lambayeque","15","2016-06-08 00:09:22"
"3703","234","GB-LBH","lambeth","Lambeth","56","2016-06-08 00:09:29"
"3270","220","TH-52","lampang","Lampang","20","2016-06-08 00:09:27"
"3271","220","TH-51","lamphun","Lamphun","21","2016-06-08 00:09:27"
"169","103","ID-LA","lampung","Lampung","24","2016-06-08 00:09:15"
"522","115","KE-21","lamu","Lamu","21","2016-06-08 00:09:16"
"3567","231","UG-327","lamwo","Lamwo","70","2016-06-08 00:09:28"
"2084","174","PH-LAN","lanao del norte","Lanao del Norte","60","2016-06-08 00:09:23"
"2085","174","PH-LAS","lanao del sur","Lanao del Sur","61","2016-06-08 00:09:23"
"3667","234","GB-LAN","lancashire","Lancashire","20","2016-06-08 00:09:29"
"5128","75","FR-40","landes","Landes","79","2016-06-08 00:09:35"
"5062","75","FR-K","languedoc-roussillon","Languedoc-Roussillon","13","2016-06-08 00:09:35"
"250","106","IE-LS","laois","Laois","15","2016-06-08 00:09:15"
"5047","74","FI-LL","lapin lääni","Lapin lääni","23","2016-06-08 00:09:35"
"5034","74","FI-10","lappi","Lappi","10","2016-06-08 00:09:35"
"3996","240","VE-K","lara","Lara","14","2016-06-08 00:09:30"
"1597","150","MA-LAR","larache","Larache","48","2016-06-08 00:09:20"
"4645","57","CY-03","larnaka","Larnaka","3","2016-06-08 00:09:33"
"1416","146","MC-LA","larvotto","Larvotto","7","2016-06-08 00:09:20"
"3000","208","ES-GC","las palmas","Las Palmas","46","2016-06-08 00:09:26"
"4635","55","CU-10","las tunas","Las Tunas","9","2016-06-08 00:09:33"
"5292","85","GR-92","lasíthi","Lasíthi","47","2016-06-08 00:09:36"
"337","109","IT-LT","latina","Latina","66","2016-06-08 00:09:16"
"5015","73","FJ-05","lau","Lau","10","2016-06-08 00:09:35"
"3336","221","TL-LA","lautem","Lautem","8","2016-06-08 00:09:27"
"3951","237","UY-LA","lavalleja","Lavalleja","8","2016-06-08 00:09:29"
"911","128","LT-24","lazdijai","Lazdijai","34","2016-06-08 00:09:18"
"278","109","IT-62","lazio","Lazio","7","2016-06-08 00:09:16"
"1596","150","MA-LAA","laâyoune","Laâyoune","47","2016-06-08 00:09:20"
"1556","150","MA-15","laâyoune-boujdour-sakia el hamra","Laâyoune-Boujdour-Sakia el Hamra","7","2016-06-08 00:09:20"
"1511","15","AZ-LAC","laçın","Laçın","40","2016-06-08 00:09:20"
"2753","202","SI-057","laško","Laško","78","2016-06-08 00:09:25"
"4089","246","YE-LA","laḩij","Laḩij","16","2016-06-08 00:09:30"
"3378","226","TN-33","le kef","Le Kef","12","2016-06-08 00:09:28"
"3475","228","TM-L","lebap","Lebap","4","2016-06-08 00:09:28"
"338","109","IT-LE","lecce","Lecce","67","2016-06-08 00:09:16"
"339","109","IT-LC","lecco","Lecco","68","2016-06-08 00:09:16"
"3727","234","GB-LDS","leeds","Leeds","80","2016-06-08 00:09:29"
"4646","57","CY-01","lefkosia","Lefkosia","4","2016-06-08 00:09:33"
"5293","85","GR-24","lefkáda","Lefkáda","48","2016-06-08 00:09:36"
"2157","176","PL-LG","legnica","Legnica","35","2016-06-08 00:09:23"
"3773","234","GB-LCE","leicester","Leicester","126","2016-06-08 00:09:29"
"3668","234","GB-LEC","leicestershire","Leicestershire","21","2016-06-08 00:09:29"
"237","106","IE-L","leinster","Leinster","2","2016-06-08 00:09:15"
"2197","177","PT-10","leiria","Leiria","10","2016-06-08 00:09:23"
"251","106","IE-LM","leitrim","Leitrim","16","2016-06-08 00:09:15"
"4647","57","CY-02","lemesos","Lemesos","5","2016-06-08 00:09:33"
"5437","98","HN-LE","lempira","Lempira","13","2016-06-08 00:09:37"
"2754","202","SI-058","lenart","Lenart","79","2016-06-08 00:09:25"
"2755","202","SI-059","lendava","Lendava","80","2016-06-08 00:09:25"
"2394","181","RU-LEN","leningradskaya oblast'","Leningradskaya oblast'","46","2016-06-08 00:09:23"
"1339","145","MD-LE","leova","Leova","23","2016-06-08 00:09:20"
"1383","145","MD-LEO","leova","Leova","67","2016-06-08 00:09:20"
"776","124","LS-C","leribe","Leribe","3","2016-06-08 00:09:17"
"1513","15","AZ-LER","lerik","Lerik","42","2016-06-08 00:09:20"
"2595","197","SC-24","les mamelles","Les Mamelles","17","2016-06-08 00:09:25"
"5393","93","GW-L","leste","Leste","1","2016-06-08 00:09:37"
"2158","176","PL-LE","leszno","Leszno","36","2016-06-08 00:09:23"
"3704","234","GB-LEW","lewisham","Lewisham","57","2016-06-08 00:09:29"
"2086","174","PH-LEY","leyte","Leyte","62","2016-06-08 00:09:23"
"2643","2","AL-LE","lezhë","Lezhë","31","2016-06-08 00:09:25"
"2621","2","AL-08","lezhë","Lezhë","9","2016-06-08 00:09:25"
"1751","159","NI-LE","león","León","8","2016-06-08 00:09:21"
"3001","208","ES-LE","león","León","47","2016-06-08 00:09:26"
"1129","135","MV-03","lhaviyani","Lhaviyani","21","2016-06-08 00:09:19"
"4121","25","BT-44","lhuentse","Lhuentse","6","2016-06-08 00:09:30"
"4501","45","CN-21","liaoning","Liaoning","6","2016-06-08 00:09:32"
"1227","138","MH-LIB","lib","Lib","14","2016-06-08 00:09:19"
"770","123","LB-AS","liban-nord","Liban-Nord","5","2016-06-08 00:09:17"
"771","123","LB-JA","liban-sud","Liban-Sud","6","2016-06-08 00:09:17"
"4694","58","CZ-513","liberec","Liberec","46","2016-06-08 00:09:33"
"4653","58","CZ-LI","liberecký kraj","Liberecký kraj","5","2016-06-08 00:09:33"
"4488","44","CL-LI","libertador general bernardo o'higgins","Libertador General Bernardo O'Higgins","8","2016-06-08 00:09:32"
"2644","2","AL-LB","librazhd","Librazhd","32","2016-06-08 00:09:25"
"673","122","LV-053","lielvārdes novads","Lielvārdes novads","53","2016-06-08 00:09:17"
"3195","217","TW-LIE","lienchiang","Lienchiang","7","2016-06-08 00:09:27"
"735","122","LV-LPX","liepāja","Liepāja","115","2016-06-08 00:09:17"
"752","122","LV-LE","liepājas apriņķis","Liepājas Apriņķis","132","2016-06-08 00:09:17"
"279","109","IT-42","liguria","Liguria","8","2016-06-08 00:09:16"
"1228","138","MH-LIK","likiep","Likiep","15","2016-06-08 00:09:19"
"1074","133","MW-LK","likoma","Likoma","13","2016-06-08 00:09:18"
"4582","50","CG-7","likouala","Likouala","7","2016-06-08 00:09:33"
"1075","133","MW-LI","lilongwe","Lilongwe","14","2016-06-08 00:09:18"
"2014","173","PE-LIM","lima","Lima","16","2016-06-08 00:09:22"
"753","122","LV-LM","limbažu apriņķis","Limbažu Apriņķis","133","2016-06-08 00:09:17"
"674","122","LV-054","limbažu novads","Limbažu novads","54","2016-06-08 00:09:17"
"1714","156","NL-LI","limburg","Limburg","6","2016-06-08 00:09:21"
"3065","21","BE-VLI","limburg","Limburg","8","2016-06-08 00:09:26"
"252","106","IE-LK","limerick","Limerick","17","2016-06-08 00:09:15"
"5063","75","FR-L","limousin","Limousin","14","2016-06-08 00:09:35"
"2931","205","ZA-LP","limpopo","Limpopo","5","2016-06-08 00:09:26"
"2940","205","ZA-LP","limpopo","Limpopo","14","2016-06-08 00:09:26"
"4603","53","CR-L","limón","Limón","5","2016-06-08 00:09:33"
"3669","234","GB-LIN","lincolnshire","Lincolnshire","22","2016-06-08 00:09:29"
"3228","219","TZ-12","lindi","Lindi","14","2016-06-08 00:09:27"
"558","116","KI-L","line islands","Line Islands","2","2016-06-08 00:09:16"
"2395","181","RU-LIP","lipetskaya oblast'","Lipetskaya oblast'","47","2016-06-08 00:09:23"
"1004","131","MK-48","lipkovo","Lipkovo","34","2016-06-08 00:09:18"
"3337","221","TL-LI","liquiça","Liquiça","9","2016-06-08 00:09:27"
"3568","231","UG-307","lira","Lira","71","2016-06-08 00:09:28"
"2198","177","PT-11","lisboa","Lisboa","11","2016-06-08 00:09:23"
"3814","234","GB-LBC","lisburn and castlereagh","Lisburn and Castlereagh","167","2016-06-08 00:09:29"
"2756","202","SI-060","litija","Litija","81","2016-06-08 00:09:25"
"4695","58","CZ-423","litoměřice","Litoměřice","47","2016-06-08 00:09:33"
"4962","67","GQ-LI","litoral","Litoral","8","2016-06-08 00:09:34"
"4422","39","CM-LT","littoral","Littoral","5","2016-06-08 00:09:32"
"3485","23","BJ-LI","littoral","Littoral","8","2016-06-08 00:09:28"
"3728","234","GB-LIV","liverpool","Liverpool","81","2016-06-08 00:09:29"
"340","109","IT-LI","livorno","Livorno","69","2016-06-08 00:09:16"
"3064","21","BE-WLG","liège","Liège","7","2016-06-08 00:09:26"
"4614","54","HR-09","ličko-senjska županija","Ličko-senjska županija","9","2016-06-08 00:09:33"
"2757","202","SI-061","ljubljana","Ljubljana","82","2016-06-08 00:09:25"
"2758","202","SI-062","ljubno","Ljubno","83","2016-06-08 00:09:25"
"2759","202","SI-063","ljutomer","Ljutomer","84","2016-06-08 00:09:25"
"3002","208","ES-L","lleida","Lleida","48","2016-06-08 00:09:26"
"4170","29","BW-LO","lobatse","Lobatse","10","2016-06-08 00:09:31"
"4448","42","CF-LB","lobaye","Lobaye","8","2016-06-08 00:09:32"
"341","109","IT-LO","lodi","Lodi","70","2016-06-08 00:09:16"
"3272","220","TH-42","loei","Loei","22","2016-06-08 00:09:27"
"791","125","LR-LO","lofa","Lofa","8","2016-06-08 00:09:17"
"2761","202","SI-208","log-dragomer","Log-Dragomer","86","2016-06-08 00:09:25"
"2760","202","SI-064","logatec","Logatec","85","2016-06-08 00:09:25"
